"","GSM95424","GSM95425","GSM95444","GSM95324","GSM95421","GSM95423","GSM95325","GSM95420","GSM95422","GSM95290","GSM95292","GSM95293","GSM95262","GSM95263","GSM95291","GSM95112","GSM95114","GSM95242","GSM95237","GSM95239","GSM95256","GSM95236","GSM95259","GSM95295","GSM95194","GSM95296","GSM95323","GSM95260","GSM95261","GSM95294"
"150182_at",3.25023,3.07715,3.22675,3.28506,3.31523,3.32019,3.21899,3.115,3.31947,3.11754,3.05837,3.31361,3.27745,3.14638,3.07992,3.19474,3.2207,3.16958,3.07032,3.08484,3.3036,3.29291,3.38066,3.23686,3.31139,3.30386,3.11294,3.39373,3.3338,3.24872
"150183_at",2.97101,2.97568,2.76487,3.05802,2.96373,2.90299,2.8815,2.99657,3.01732,2.88761,3.03512,3.01058,2.96948,3.13778,2.98025,3.01199,3.04087,3.07366,3.16947,3.10295,3.17374,3.1206,2.66906,3.0206,3.18176,3.03511,2.90996,2.96504,3.01821,2.84015
"150184_at",3.47533,3.34931,3.37416,3.52399,3.70653,3.56562,3.52299,3.54797,3.38662,3.58267,3.29781,3.68234,3.36216,3.48772,3.29268,3.49725,3.71188,3.47763,3.34766,3.5188,3.45926,3.58629,3.436,3.5897,3.60427,3.37939,3.51602,3.62621,3.63457,3.80916
"150185_at",4.36072,4.43499,4.38406,4.45563,4.53014,4.50064,4.54994,4.4748,4.41011,4.491,4.57368,4.43788,4.40733,4.73329,4.47471,4.43714,4.57739,4.41897,4.62292,4.62344,4.47305,4.56077,4.56582,4.55179,4.52163,4.54978,4.49277,4.48137,4.49182,4.63907
"150186_at",3.00014,3.01054,2.91717,3.07722,3.21827,3.01016,3.03039,3.0581,3.11362,3.01714,3.02008,3.05528,2.88753,2.9095,2.88487,3.216,3.10072,3.19924,3.01851,3.15214,2.96725,3.16791,3.10748,3.11727,3.02979,2.89999,2.86607,2.92134,2.99412,3.38045
"150187_at",3.67692,3.73464,3.71157,3.84692,4.01963,3.8911,3.68061,3.79137,3.86595,3.6867,3.48572,3.75681,3.55974,3.61192,3.65122,3.719,3.83555,3.66545,3.50125,3.47604,3.55174,3.83709,3.69477,3.7731,3.78141,3.74771,3.58253,3.93644,3.88981,3.80984
"150188_at",5.17787,5.21427,5.13204,4.99854,5.39544,5.25799,5.20514,5.21741,5.31612,5.1634,5.12442,5.30556,5.09558,5.17349,5.0862,5.41609,5.43462,5.17843,5.18634,5.39923,5.2224,5.52433,5.24148,5.17997,5.40158,5.19962,5.05881,5.57469,5.46257,5.90231
"150189_at",4.72676,4.68869,4.74428,4.89858,5.0998,4.82253,5.02583,4.86252,4.91301,4.57689,4.42178,4.84402,4.67577,4.84541,4.56062,4.81153,4.86811,4.47453,4.48035,4.82049,4.6631,4.81902,4.78018,4.51681,4.83826,4.71629,4.60103,4.81412,4.82376,5.11817
"150190_at",4.54668,4.41515,4.43206,4.47379,4.26307,4.42647,4.391,4.43395,4.368,4.39005,4.62619,4.41191,4.38577,4.42411,4.52076,4.64413,4.69693,4.30266,4.5596,4.54077,4.4846,4.5871,4.41107,4.59578,4.37628,4.50028,4.55611,4.3566,4.45318,4.37878
"150191_at",2.70033,2.79592,2.82708,2.87468,2.91491,2.60324,2.75728,2.52886,2.58598,2.79514,2.60506,2.8618,2.7141,3.22841,2.76825,2.85035,2.93789,2.74201,2.77685,2.92356,2.73895,2.95211,2.98205,2.92094,2.79263,2.72504,2.94731,2.7685,2.78212,2.83706
"150192_at",2.74545,2.82856,2.92639,2.81273,2.75775,2.75231,2.88036,2.76635,2.81417,2.61921,2.69669,2.76286,2.86954,3.07373,2.69192,2.93669,2.78044,2.70904,2.7545,2.77997,2.70141,2.83897,2.76922,2.92459,2.80978,2.71428,2.94083,3.12312,2.80203,2.95631
"150193_at",3.17262,3.15964,3.28093,3.08187,3.30511,3.18708,3.28731,3.46936,3.28434,3.22568,3.23532,3.07157,3.14325,3.2947,3.21342,3.22813,3.45793,3.22898,3.36885,3.40321,3.00453,3.32269,3.21155,3.32568,3.22849,3.24596,3.11845,3.24039,3.31644,3.48564
"150194_at",2.53416,2.47949,2.52395,2.61661,2.55051,2.54853,2.5402,2.53886,2.63349,2.52004,2.39736,2.54502,2.48273,2.63053,2.48332,2.53038,2.79946,2.54806,2.49863,2.60094,2.60042,2.78587,2.697,2.52341,2.53326,2.4682,2.4951,2.7608,2.71317,2.4546
"150195_at",5.5041,5.5669,5.41296,5.25937,5.46856,5.49925,5.45246,5.66323,5.55502,5.75195,5.68567,5.56438,5.4509,5.44941,5.65417,5.27384,5.41252,5.66415,5.52937,5.57617,5.55007,5.38875,5.393,5.46018,5.43363,5.60525,5.46237,5.48999,5.56537,5.42635
"150196_at",2.90452,2.66903,2.85602,2.85452,2.78833,2.78906,2.71603,2.88063,2.80005,2.78626,2.78742,2.89172,2.80244,2.88557,2.86159,2.76917,2.81404,2.55063,2.80103,2.89634,2.95231,2.97489,2.9755,2.82727,2.75589,2.88694,2.87347,2.85312,2.95818,2.97541
"150197_at",4.80852,5.13825,5.05663,4.97858,5.14754,5.06391,5.17698,4.96302,5.08977,4.92535,4.98434,4.92862,4.97729,4.98319,4.83462,5.06393,5.0119,5.0519,4.87845,4.95234,4.91452,5.03465,5.03539,5.10514,5.03368,4.95006,4.89944,4.94464,4.93888,5.01274
"150198_at",9.48223,9.50915,9.62861,9.40135,9.29546,9.35505,9.21756,9.45685,9.29626,9.38191,9.55,9.6694,9.55157,8.74021,9.75971,9.60039,9.15239,9.50834,9.6193,9.49454,9.4746,9.24887,8.47715,10.021,9.59935,10.0496,9.82339,9.49614,9.61028,9.40773
"150199_at",3.6447,3.66096,3.7601,3.77748,3.66904,3.68038,3.71618,3.61977,3.73637,3.64391,3.613,3.70037,3.56814,3.82204,3.59535,3.76361,3.8134,3.66186,3.54181,3.63261,3.73599,3.80711,3.80461,3.57471,3.7158,3.614,3.60484,3.73162,3.66406,4.04542
"150200_at",4.41302,4.32396,4.43193,4.26544,4.5439,4.57248,4.76795,4.52531,4.51881,4.26738,4.31491,4.3878,4.16392,4.42161,4.19753,4.38219,4.41883,4.4066,4.3504,4.17334,4.22902,4.52758,4.5861,4.31491,4.36309,4.30845,4.33747,4.64593,4.55959,4.31196
"150201_at",4.42201,4.66714,4.53739,5.00467,4.97324,4.52681,4.66882,4.75783,4.81335,4.69887,4.71986,4.91271,4.59858,4.54247,4.78112,4.77047,4.82321,4.90519,4.58038,4.71906,4.79641,4.90914,4.47409,4.65458,4.9714,4.78162,4.74327,4.59715,4.79666,4.90839
"150202_at",3.22736,3.10589,3.19475,3.10196,3.33491,3.29792,3.4108,3.21562,3.26077,3.15105,3.05892,3.27797,3.19633,3.15504,3.01373,3.40501,3.38815,3.06673,3.23626,3.2908,3.44382,3.30426,3.21229,3.29047,3.56163,3.18638,3.03039,3.36381,3.09819,3.43494
"150203_at",5.84127,5.85458,5.85781,5.97915,5.97072,5.83424,5.95886,5.89179,5.86498,5.73167,5.79075,6.03862,6.01045,6.12457,5.78641,6.05681,5.99206,5.93591,5.91762,5.92562,5.87144,6.07416,6.0591,5.92327,5.98566,5.90286,5.83929,5.96378,5.86683,6.1448
"150204_at",3.02905,3.08687,2.71179,2.80372,3.06371,3.08354,3.00517,3.01013,3.12864,2.83743,2.73436,3.09759,2.98414,2.76519,2.78803,2.97031,2.921,3.0557,2.63671,2.99118,2.8459,2.98011,2.93338,2.86758,2.98223,2.73706,2.8345,3.28266,2.90518,3.21635
"150205_at",4.05935,4.11164,4.12693,4.06708,4.30014,4.28048,4.19928,4.181,4.22743,3.94022,3.71228,4.19394,3.92583,3.96398,3.95229,4.08626,4.31725,3.85675,3.84748,4.06171,4.16959,4.34628,4.11729,3.94267,4.09283,3.84274,3.87729,3.98793,4.24077,4.04532
"150206_at",4.94628,4.88789,4.81694,4.80162,4.84993,4.93782,5.08021,4.79201,5.00261,4.90935,4.71896,4.94289,4.81515,4.94607,4.77727,5.12437,5.03281,4.85281,4.82227,4.78274,4.8363,5.28849,5.12186,4.79117,4.94496,4.90222,4.94897,5.10806,4.93264,5.00996
"150207_at",5.90728,5.92438,6.00391,5.89619,6.09368,6.01483,5.95967,6.02587,5.9966,5.99643,5.81161,5.98042,5.86806,5.97495,5.86583,6.02229,6.22575,5.86363,5.89581,6.05935,5.9531,6.10362,6.05682,6.0148,6.12713,5.99276,5.94445,6.00797,6.07549,6.15558
"150208_at",6.53163,6.52904,6.53477,6.74123,6.62501,6.58097,6.73019,6.55966,6.73072,6.64098,6.67295,6.75826,6.55299,6.44017,6.55899,6.75018,6.72308,6.60679,6.77947,6.63289,6.51852,6.95717,6.60216,6.84657,6.85838,6.82033,6.78475,6.67727,6.68459,6.74888
"150209_at",6.36241,6.32881,6.2899,6.36055,6.34797,6.31597,6.49513,6.32131,6.42358,6.33847,6.31604,6.42029,6.3591,6.45138,6.33507,6.39202,6.34159,6.50147,6.23628,6.32202,6.33787,6.47438,6.48828,6.30051,6.36258,6.37077,6.36202,6.22255,6.39478,6.3507
"150210_at",5.71659,5.64618,5.58528,5.42999,5.495,5.54516,5.72189,5.38725,5.70469,5.61129,5.54866,5.57741,5.3648,5.59035,5.44667,5.31874,5.34627,5.49159,5.48372,5.40176,5.46593,5.34386,5.47439,5.57227,5.36209,5.57658,5.55806,5.44267,5.38319,5.3224
"150211_at",2.56053,2.55116,2.37939,2.4104,2.56179,2.48976,2.53934,2.51952,2.68836,2.5181,2.48025,2.54755,2.52595,2.40803,2.58711,2.55148,2.63513,2.56753,2.50207,2.61453,2.4918,2.64832,2.57382,2.51901,2.59021,2.56872,2.57017,2.52437,2.58938,2.67189
"150212_at",7.06244,6.9179,6.92421,7.0529,6.89887,7.00579,6.98109,6.73497,6.92428,7.00898,7.2828,7.227,6.9652,6.87219,7.16948,7.05458,6.99956,6.91638,6.80734,6.7128,7.13882,7.19256,6.63896,6.85466,6.85436,7.06555,6.99803,6.79617,6.90506,6.79263
"150213_at",6.58986,6.71524,6.71543,6.52945,6.63127,6.68532,6.6868,6.61067,6.71823,6.79036,6.65476,6.79945,6.70301,6.69331,6.67231,6.71973,6.7563,6.57326,6.76264,6.78217,6.88879,6.86024,6.65759,6.83425,6.73618,6.69964,6.72533,6.73268,6.71341,6.76994
"150214_at",3.94448,3.91376,3.81582,3.79261,3.968,3.94546,4.15348,4.16214,4.00599,3.80175,3.46866,4.00653,3.64095,3.848,3.74125,3.92565,4.1324,3.777,3.61768,3.91428,3.74063,4.1513,4.1314,3.77121,3.72513,3.85508,3.87036,3.8722,3.98962,4.03031
"150215_at",3.98259,3.87408,3.83093,4.03813,4.14985,4.07529,3.9947,4.05178,4.09262,3.98788,3.87682,4.165,3.84986,3.97884,4.02304,4.05999,4.18436,4.07832,3.91617,4.10909,4.04213,4.20775,4.10152,3.93878,4.16477,3.9591,3.99519,4.02001,4.07898,4.10597
"150216_at",6.20721,6.0315,5.8059,5.80648,5.80443,5.8775,6.09878,5.93509,6.10715,5.58221,5.97428,5.65303,5.77848,5.53315,5.69212,5.32885,5.21671,5.54468,5.74571,5.62654,5.5464,5.91281,5.62792,5.4336,5.45337,5.64985,5.40316,5.6727,5.4472,5.26745
"150217_s_at",2.83629,2.67456,2.68151,2.62701,2.85218,2.93285,2.75099,2.68995,2.66244,2.71711,2.58947,2.6374,2.76073,2.86185,2.60596,2.8204,2.70157,2.69251,2.7203,2.67002,2.61456,2.89827,2.785,2.59904,2.70043,2.65975,2.8305,2.92843,2.66199,2.80399
"150218_at",3.68773,3.79788,3.75242,3.69273,3.64521,3.44818,4.22539,3.94468,3.85634,3.84688,3.57233,3.55478,3.74189,3.73003,3.46629,3.95262,3.69182,3.66293,3.43994,4.01,3.56204,3.79404,3.72649,3.73748,3.44589,3.3551,3.59352,3.99077,3.90627,3.84034
"150219_at",3.24987,3.35318,3.44222,3.38281,3.49524,3.53905,3.56301,3.48821,3.60711,3.45553,3.22234,3.49027,3.59138,3.53423,3.39573,3.56891,3.61943,3.41096,3.46858,3.45224,3.72489,3.63021,3.67298,3.49901,3.55781,3.47061,3.64204,3.40118,3.53191,3.80514
"150220_at",6.33226,6.67052,6.36769,6.46543,6.35492,6.44872,6.38133,6.47432,6.21234,6.62741,6.55348,6.53174,6.69679,6.43109,6.56366,6.66186,6.75921,6.72333,6.78241,6.54287,6.73676,6.68206,6.3324,6.63466,6.77852,6.53963,6.62969,6.6586,6.61034,6.51404
"150221_at",5.85862,5.80335,5.87548,5.87999,6.05627,6.00187,6.13183,5.97005,5.86432,6.05706,5.81948,6.03104,5.98383,5.97713,5.89627,5.85742,5.90792,5.99421,5.89929,5.986,5.90115,5.84537,6.012,5.92868,5.82447,5.98453,5.90302,5.95562,5.8898,6.01932
"150222_at",7.23737,7.01999,7.37085,6.85898,7.06569,7.148,7.20579,7.17799,7.16102,7.2241,7.20599,7.02991,7.15499,7.11965,7.08741,6.74742,6.75196,7.00349,7.05868,7.08753,6.91729,6.84753,7.48581,7.13438,6.77852,7.25526,7.23077,7.10273,7.07743,6.68959
"150223_at",4.88174,4.91013,5.02165,5.03041,4.877,4.89045,4.9541,5.07359,4.68209,4.98444,4.90417,5.0801,4.77479,4.85495,4.91342,4.84738,4.96621,4.72899,4.85837,4.79352,5.16291,4.88747,4.43973,4.91847,4.8612,4.95649,4.9787,4.73385,5.00081,4.71216
"150224_at",2.17071,2.39685,2.13749,2.28306,2.2274,2.34909,2.17939,2.25007,2.13745,2.19464,2.30218,2.2988,2.29987,2.18352,2.22938,2.33101,2.24312,2.18126,2.18535,2.31927,2.22481,2.19417,2.19475,2.25024,2.19769,2.27779,2.16659,2.3207,2.30102,2.22285
"150225_at",7.26431,7.35431,7.42404,7.5231,7.28502,7.22796,7.33266,7.27484,7.50763,7.10772,7.27793,7.37773,7.22133,7.21428,7.14749,7.42481,7.32273,7.21485,7.38011,7.18278,7.11069,7.12646,7.42388,7.20516,7.32547,7.13803,7.27386,7.33153,7.1812,7.24079
"150226_at",5.62253,5.58787,5.47567,5.74433,5.75188,5.59547,5.54638,5.49752,5.58971,5.46258,5.68247,5.6168,5.61336,5.59965,5.43817,5.829,5.62579,5.59815,5.54638,5.41799,5.60583,5.77616,5.62078,5.69164,5.76375,5.53667,5.42645,5.67412,5.77967,5.84576
"150227_at",3.84547,4.05757,3.97375,4.145,4.02568,3.96456,3.94571,3.70125,3.97507,3.88272,3.86,4.00523,3.93264,4.05761,3.99796,4.07874,4.04429,3.97474,3.97319,4.02576,4.00596,4.05122,4.0524,4.01003,4.10609,3.90431,4.0041,3.98367,3.88687,4.01852
"150228_at",3.75238,3.86121,3.73599,3.76648,3.70398,3.77621,3.6581,3.88162,3.82058,3.87745,3.94545,3.94475,3.8197,4.11773,3.9965,4.07697,4.06646,4.19794,3.90155,3.93186,4.11911,4.11817,3.74696,4.0152,3.99216,3.91686,3.97501,3.83389,4.00524,3.78867
"150229_at",6.3712,6.34222,6.46144,6.47357,6.5243,6.37547,6.60327,6.60309,6.42468,6.2387,6.34845,6.47096,6.37092,6.53598,6.24019,6.53622,6.48545,6.34248,6.39362,6.49377,6.43136,6.59358,6.31902,6.40594,6.40758,6.27955,6.40102,6.45705,6.53956,6.44148
"150230_at",3.00747,3.04406,2.98245,2.96112,3.19953,3.31634,3.15886,3.08962,3.23396,2.97375,2.78857,3.03907,2.96286,3.25465,2.8912,3.10716,3.00921,2.98422,2.96229,3.03478,3.04261,3.06672,3.12292,3.07635,3.09037,3.00241,3.09555,2.93925,3.11443,3.18132
"150231_at",6.04225,5.9793,5.98349,6.05077,6.18104,6.0541,6.02244,5.97469,6.00549,5.60608,5.86889,5.92619,5.79797,5.99192,5.77278,5.9363,6.12692,5.8999,5.86684,5.94541,5.87116,6.15046,5.9698,5.93952,5.91661,5.91303,5.75646,6.07828,6.13033,6.15444
"150232_at",5.01965,5.25123,5.15797,5.26311,5.21034,5.11358,5.18502,4.99625,5.04181,5.2386,5.2963,5.47193,5.45262,5.07782,5.30472,5.37219,5.50782,5.35258,5.34866,5.28622,5.40219,5.47981,5.30425,5.32594,5.23516,5.45762,5.39516,5.13355,5.33974,5.28112
"150233_at",3.42344,3.22004,3.33073,3.22318,3.34042,3.62414,3.72868,3.43803,3.35254,3.38241,3.13393,3.41133,3.25103,3.28722,3.06512,3.21658,4.09539,2.94588,3.19029,3.13158,3.05671,3.24591,3.48466,3.3301,3.31991,3.09512,3.35034,3.32464,3.34602,3.1219
"150234_at",3.36436,3.3092,3.2284,3.45692,3.50933,3.44637,3.56361,3.30161,3.41958,3.32586,3.26517,3.42786,3.3355,3.24811,3.47747,3.3751,3.4809,3.36189,3.28863,3.4759,3.42533,3.51344,3.35343,3.46224,3.37533,3.41164,3.46136,3.64031,3.55241,3.69587
"150235_at",2.6559,2.63474,2.7054,2.81845,2.72763,2.68574,2.71995,2.85426,2.63744,2.64565,2.62186,2.65552,2.65602,2.91472,2.60749,2.68871,2.66287,2.38018,2.55739,2.63477,2.55529,2.59994,2.78545,2.66545,2.6231,2.5883,2.51705,2.82166,2.44026,2.88687
"150236_at",5.89769,5.93436,5.89569,6.05653,5.87045,5.95541,6.04623,5.89715,6.05266,5.90557,5.83831,6.06921,6.03039,6.03272,5.78914,6.23392,6.23946,6.00645,6.13931,6.01007,6.06281,6.27767,6.16249,6.116,6.15217,5.9477,5.91265,6.02599,6.13412,5.90427
"150237_at",3.40587,3.3604,3.25363,3.25248,3.3031,3.25678,3.4208,3.61107,3.61485,3.33784,3.40908,3.42672,3.45768,3.26448,3.41711,3.43364,3.38511,3.39264,3.43449,3.38472,3.32129,3.53763,3.45743,3.50744,3.32138,3.42157,3.38603,3.18897,3.58361,3.40053
"150238_at",5.17339,5.46765,5.2355,5.51763,5.20085,5.33176,5.06813,5.22366,5.09914,5.62599,5.4795,5.46848,5.26369,5.13449,5.37009,5.52206,5.60254,5.54043,5.65827,5.63533,5.62623,5.63303,5.14521,5.56,5.66841,5.5772,5.6509,5.37317,5.47858,5.2316
"150239_at",4.79629,4.73827,4.58663,4.69253,4.66557,4.7249,4.55515,4.58432,4.76349,4.92166,4.98707,4.76534,4.77399,4.77764,4.86906,5.00811,4.86708,4.893,4.79977,4.70511,4.84669,4.70247,4.35989,4.70102,4.85468,4.7373,4.82843,4.75866,4.85613,4.77392
"150240_at",4.80814,4.93878,4.93444,4.88701,4.9778,4.95507,4.85368,4.73234,4.66497,4.82911,4.88542,4.91825,4.8723,4.83787,4.7278,4.82908,4.89036,4.93875,4.7591,4.88425,4.88681,4.86507,5.03537,4.83383,4.82129,4.81693,4.80378,5.10496,4.98243,4.97723
"150241_at",3.28326,3.23179,3.36252,3.27947,3.52907,3.57022,3.31999,3.54171,3.48079,3.52563,3.44,3.33745,3.46534,3.59917,3.31654,3.32071,3.4326,3.42126,3.33079,3.35939,3.55394,3.23928,3.40009,3.4233,3.22253,3.30176,3.39945,3.40004,3.62467,3.40857
"150242_at",3.75264,3.94343,3.72534,3.73157,3.91807,3.82733,3.76734,3.86218,3.94163,3.67107,3.53861,3.58111,3.58599,3.66572,3.61311,3.53154,3.72941,3.54726,3.53785,3.72678,3.65667,3.76309,3.76262,3.642,3.63986,3.62884,3.64622,3.7965,3.60172,3.68414
"150243_at",3.33838,3.32412,3.39878,3.38687,3.4713,3.40268,3.44571,3.40439,3.35015,3.37928,3.14242,3.30697,3.2327,3.5792,3.16594,3.38476,3.21995,3.26954,3.21204,3.04147,3.15523,3.32751,3.34458,3.33143,3.20625,3.24979,3.13208,3.41364,3.26633,3.38844
"150244_at",5.6781,5.85875,5.59224,5.83215,5.74984,5.7171,5.88828,5.83486,5.90716,5.49896,5.49398,5.73914,5.63324,5.83681,5.56307,5.86788,5.91838,5.8304,5.7182,5.7711,5.74256,5.94674,5.80872,5.81363,5.65238,5.60953,5.74244,5.70592,5.74232,5.73889
"150245_at",5.84268,5.93204,6.02383,6.02791,6.02259,5.93618,6.06476,6.12851,6.10594,6.03694,6.01855,6.11956,6.07265,6.16318,6.0482,6.38277,6.21499,6.05324,6.09636,5.8994,6.22374,6.2223,6.03631,6.08788,6.03297,5.98035,5.94393,6.17967,5.93932,6.12081
"150246_at",3.73673,3.92742,3.90046,4.136,3.98699,4.04145,3.91084,3.90829,3.74475,4.05669,4.08614,4.16933,4.11861,4.01802,4.52527,4.44095,4.32517,4.48304,4.07221,4.06204,4.7356,4.41015,3.83886,3.9757,4.27749,4.08153,4.12125,3.91935,4.12823,3.93879
"150247_at",4.90282,4.8741,4.9009,5.15876,5.11957,4.99877,4.8883,5.04049,4.80728,4.95469,5.00005,4.76098,4.85364,4.83507,4.98411,5.12193,4.97873,5.27017,4.94982,4.92871,5.15588,5.36368,4.54676,4.87838,5.09032,4.86935,4.83351,4.746,4.86886,4.85722
"150248_at",4.62016,4.47434,4.82351,4.68016,4.72738,4.65774,4.79994,4.70657,4.77933,4.5234,4.62018,4.75774,4.61695,4.58904,4.67321,4.54994,4.62813,4.64409,4.62347,4.73967,4.54177,4.66734,4.64848,4.69149,4.666,4.56999,4.66842,4.67754,4.69406,4.65042
"150249_at",5.59193,5.5462,5.64006,5.62203,5.51931,5.70638,5.638,5.36755,5.73198,5.05855,5.16254,5.41374,5.31771,5.41028,5.11179,5.43531,5.35124,5.2811,5.33348,5.30874,5.33828,5.68509,5.40264,5.3147,5.29266,5.23855,5.39243,5.4253,5.26662,5.37976
"150250_at",6.18059,6.16411,5.77707,6.34472,5.87533,6.06813,6.05988,5.98184,6.1271,5.58864,6.00628,5.44367,5.55196,6.17558,5.69701,5.9613,5.92572,6.29057,5.73572,5.60513,6.27761,6.2997,4.90493,5.30225,6.03189,5.44145,5.28453,5.56499,5.3535,5.5052
"150251_at",2.98234,2.90194,2.6924,2.93514,2.9767,2.76715,2.95785,2.90703,2.98464,2.85938,2.93706,2.9373,2.84361,3.09036,2.89216,2.80723,2.95682,2.84045,2.87003,2.84639,2.84715,2.87587,2.89428,2.80886,2.85664,2.80623,2.80728,2.96125,2.82257,2.94691
"150252_at",3.77082,3.64371,3.83606,3.89117,3.7673,3.70111,4.08318,3.88223,3.78855,3.87485,3.81434,3.5999,3.76483,3.89349,3.74967,3.78148,3.8795,3.85277,3.74362,3.91757,3.65778,3.96441,3.85789,3.88199,3.81095,3.81642,3.82686,3.85512,3.82799,4.04456
"150253_at",5.04707,5.06419,4.94789,5.09581,5.26998,5.14914,5.22817,5.1142,5.05842,4.99736,4.994,5.05822,5.19595,5.2209,5.01336,5.36793,5.31049,5.13195,5.21764,5.08502,5.27871,5.1689,4.88972,5.2583,5.19065,5.19665,5.04821,5.22968,5.21837,5.39171
"150254_at",5.2182,5.42768,5.00922,5.4726,5.18581,5.32516,5.11747,5.2359,5.23943,5.37351,5.49829,5.21405,5.24451,5.049,5.53471,5.52745,5.25758,5.38356,5.40994,5.33505,5.58312,5.36987,4.46448,5.23823,5.52673,5.25712,5.08564,5.10933,5.27139,5.03096
"150255_at",5.16147,5.13665,5.02188,4.77306,4.83529,4.91816,4.93933,4.86598,4.98136,4.92789,5.17362,4.83103,5.11376,4.84735,5.05629,4.91494,4.47634,4.80597,4.89203,4.80198,4.88016,4.58454,4.90854,4.868,4.80843,5.00065,4.78656,4.71226,4.78506,4.59115
"150256_at",3.85674,3.69613,3.78809,3.76446,3.80294,3.62154,3.79412,3.68482,3.70907,3.65726,3.6274,3.79479,3.72264,3.76671,3.75912,3.80737,3.91903,3.76653,3.68707,3.69871,3.70931,3.72949,3.74126,3.697,3.80874,3.70061,3.69239,3.78325,3.86061,3.88218
"150257_at",2.86085,2.66883,2.91444,3.11095,3.07112,2.96172,3.05422,3.14629,2.88505,2.80218,2.91463,2.96408,2.87712,3.27509,2.69426,2.96262,2.85094,2.84003,2.89259,3.09826,2.82249,2.88525,3.05838,2.82982,2.93895,2.90293,3.0614,2.85301,2.88962,3.11618
"150258_at",5.02182,4.97184,4.83168,5.10616,4.97621,5.12157,5.24373,5.077,4.96857,4.87381,4.78387,4.9901,4.95684,5.00165,5.03001,5.04088,5.15994,5.05158,4.92879,4.97892,5.03604,5.21456,5.04387,5.08717,5.15732,4.89447,5.02459,4.98556,5.01695,5.05981
"150259_at",5.28829,5.34941,5.4121,5.48517,5.3548,5.44578,5.51327,5.45452,5.44484,5.24377,5.2408,5.36204,5.34274,5.38147,5.41319,5.42814,5.55765,5.21415,5.28696,5.51701,5.38683,5.61725,5.57009,5.44089,5.40402,5.25225,5.28573,5.44969,5.47678,5.376
"150260_at",4.64589,4.54321,4.67075,4.83196,4.84419,4.703,4.88158,4.80366,4.66194,4.70145,4.34484,4.90911,4.52291,4.45741,4.63332,4.69823,5.09846,4.60587,4.59848,4.7775,4.66381,5.02621,4.7102,4.63292,4.81449,4.40943,4.67945,4.65875,4.67094,4.7437
"150261_at",6.17757,6.29065,5.94645,6.45881,6.42667,6.15656,6.29147,6.36311,6.50905,5.83054,6.16587,5.84953,5.82636,5.73205,5.98502,6.19907,6.12647,6.23962,6.16438,5.96306,6.11552,5.87166,6.32521,6.11223,6.36266,5.99998,6.62608,6.21732,6.35197,6.4266
"150262_at",3.03827,3.21799,3.09843,3.10727,3.48056,3.28901,3.23141,3.24938,3.30089,3.05573,3.18061,3.206,3.27896,3.4528,3.28121,3.21256,3.44556,3.32852,3.1562,3.19509,3.25226,3.35326,3.37406,3.3213,3.38905,3.14519,3.24481,3.304,3.42416,3.55775
"150263_at",6.20947,6.48098,6.25858,6.4161,6.1773,6.21946,6.33393,6.3976,6.3576,6.58752,6.30607,6.34542,6.31025,6.07307,6.24651,6.40149,6.42052,6.25715,6.52319,6.30432,6.41037,6.34741,6.2325,6.4257,6.50122,6.53158,6.6248,6.33323,6.14697,6.18134
"150264_at",7.53717,7.49456,7.6151,7.43846,7.38096,7.44089,7.49275,7.46044,7.58703,7.66956,7.55887,7.48118,7.58245,7.5901,7.50126,7.37629,7.40922,7.59288,7.39046,7.41713,7.44224,7.50576,7.51525,7.50624,7.43856,7.59811,7.45318,7.45316,7.49798,7.42977
"150265_at",4.36704,4.23271,4.46529,4.46436,4.3925,4.44822,4.43586,4.56705,4.6113,4.34407,4.37547,4.45194,4.31627,4.51526,4.22998,4.44359,4.42757,4.39571,4.40945,4.59673,4.3487,4.63234,4.51763,4.39248,4.47499,4.27277,4.49174,4.49555,4.48844,4.7071
"150266_at",5.06744,4.76975,5.16638,4.68219,4.86045,5.14759,4.76974,4.79185,4.63821,5.16718,5.04206,5.01118,5.09474,5.22811,5.06763,4.57172,4.36636,5.2749,5.29643,5.25779,4.92721,4.58313,5.15125,5.10484,4.65127,5.21095,4.98544,4.74262,4.96566,4.72811
"150267_at",4.5897,4.66845,4.78242,4.90003,4.57879,4.80872,4.68183,4.61207,4.5991,4.58603,4.6409,4.79423,4.72194,4.61092,4.69028,4.66624,4.73003,4.69738,4.64796,4.54694,4.51232,4.62522,4.64178,4.53977,4.71404,4.60734,4.67383,4.54105,4.32897,4.67558
"150268_at",5.24958,5.31012,5.12309,5.50254,5.44222,5.08686,5.41181,5.17093,4.93446,5.40254,5.48211,5.36288,5.66969,5.4539,5.52678,5.92413,5.75,5.64973,5.73561,5.55231,5.84619,5.75946,5.51009,5.59327,5.69457,5.40591,5.52193,5.55736,5.52676,5.59599
"150269_at",5.08398,5.57967,5.48441,5.6804,5.52388,5.3101,5.37958,5.47656,5.09434,5.61587,5.65412,5.66068,5.77746,5.66084,5.80317,5.89857,5.82571,5.84313,5.62286,5.57886,6.03061,5.68002,5.61255,5.74571,5.6733,5.72996,5.67098,5.50291,5.69117,5.91423
