"","GSM95424","GSM95425","GSM95444","GSM95324","GSM95421","GSM95423","GSM95325","GSM95420","GSM95422","GSM95290","GSM95292","GSM95293","GSM95262","GSM95263","GSM95291","GSM95112","GSM95114","GSM95242","GSM95237","GSM95239","GSM95256","GSM95236","GSM95259","GSM95295","GSM95194","GSM95296","GSM95323","GSM95260","GSM95261","GSM95294"
"145677_at",3.44616,3.06805,3.54437,3.45216,3.55224,3.43524,3.5097,3.32622,3.22919,3.25998,3.29283,3.58725,3.41452,3.61903,3.41372,3.31203,3.3814,3.43097,3.22108,3.28868,3.33719,3.42347,3.31238,3.45817,3.40465,3.26425,3.33243,3.4778,3.48318,3.63843
"145678_at",3.60336,3.63165,3.57339,3.5008,3.52989,3.73413,3.63604,3.52111,3.82,3.46172,3.33037,3.63182,3.42655,3.5533,3.40433,3.52232,3.52058,3.34966,3.39025,3.48352,3.63522,3.59984,3.57177,3.35403,3.66225,3.43566,3.53991,3.61649,3.44134,3.73668
"145679_at",4.59571,4.72027,4.54944,4.98078,4.67299,4.7556,4.57491,4.49294,4.56112,4.70618,5.00138,4.75224,4.74734,4.42378,5.01576,4.91095,4.79632,4.97672,4.74535,4.63403,4.95184,4.90594,4.33804,4.7079,4.6815,4.89993,4.57471,4.70399,4.57744,4.67343
"145680_at",6.65457,6.77468,6.50333,6.54681,6.37876,6.63182,6.43733,6.38264,6.43293,6.68411,6.54622,6.42229,6.5937,6.0825,6.51462,6.59548,6.54851,6.64055,6.68189,6.6081,6.75413,6.61461,6.24552,6.57517,6.53969,6.65223,6.53621,6.51276,6.49248,6.34769
"145681_at",5.86463,6.42872,6.06639,6.05916,5.99687,5.97039,5.90679,5.83216,5.70494,6.37589,6.26647,6.27247,6.18432,5.64465,6.30701,6.53356,6.6114,6.37631,6.51531,6.39638,6.56232,6.54163,5.5594,6.42457,6.4068,6.42667,6.39556,6.07071,6.09586,5.91852
"145682_at",2.91354,2.94196,2.84855,2.92816,2.943,3.03576,3.04529,2.9454,2.98993,2.82569,2.96167,3.14393,2.98163,3.16142,2.87619,2.99795,3.17977,2.96822,2.91669,2.93418,2.95283,3.05941,2.89631,3.04813,3.07011,3.08143,2.95812,3.13837,2.95378,3.09814
"145683_at",4.46206,4.11362,4.46225,3.99136,4.01303,4.2009,4.27508,4.29867,4.17724,4.36517,4.49058,4.38227,4.25637,4.63509,4.45671,4.0498,3.98399,4.35722,4.35229,4.40463,4.36086,4.02624,4.51932,4.29688,3.99431,4.34423,4.45877,4.13692,4.20574,4.10503
"145684_at",6.01449,6.28917,6.38703,6.44032,6.0773,6.17098,6.43196,6.22888,6.13317,6.14507,6.6806,6.21482,6.02166,5.94987,6.28833,6.16282,6.36748,6.13619,6.3679,6.45154,6.16648,5.84455,6.14678,6.50116,6.42641,6.09816,6.55403,5.91887,5.93567,6.21403
"145685_at",6.39665,6.56618,6.41695,6.4542,6.41117,6.20771,6.20114,6.32472,6.41933,6.57804,6.74005,6.47686,6.69681,6.24334,6.53009,6.509,6.43332,6.56998,6.6248,6.62851,6.52152,6.44525,6.14178,6.57462,6.51009,6.5727,6.4385,6.35371,6.63094,6.19085
"145686_at",2.48913,2.29917,2.34329,2.41794,2.31189,2.43351,2.37084,2.41817,2.5465,2.12375,2.25518,2.43841,2.35123,2.33349,2.25868,2.33839,2.35828,2.37742,2.31815,2.44884,2.44107,2.31243,2.41777,2.26807,2.25567,2.24793,2.38592,2.37644,2.27179,2.31988
"145687_at",4.88322,5.03134,4.96206,4.81654,5.00216,4.7832,4.88628,4.90091,4.88834,4.91728,5.01388,4.96924,5.17155,5.07905,4.98882,4.85183,4.87582,5.10989,5.00517,5.12671,4.94304,4.85076,4.94371,5.00522,4.83677,5.06618,4.958,5.15681,5.08558,5.01588
"145688_at",4.79277,4.80109,4.87324,4.81564,4.71155,4.74128,4.84511,4.93506,4.90199,4.82872,4.69597,4.88732,4.85809,4.6543,4.78032,4.78532,4.71207,4.64623,4.86411,4.79087,4.62491,4.59814,4.73375,4.81547,4.62169,4.86989,4.57734,4.97848,4.7193,4.89505
"145689_at",2.7123,2.71181,2.61665,2.8009,2.69186,2.73589,2.68965,2.72667,2.7087,2.69541,2.96105,2.81478,2.76787,2.84915,2.70333,2.66338,2.66054,2.57083,2.714,2.69636,2.75002,2.75664,2.88068,2.79687,2.67147,2.66224,2.82021,2.75228,2.63633,2.82785
"145690_at",2.94885,3.09579,3.07352,3.07667,3.02703,2.90376,3.12484,2.96634,3.06016,2.94401,2.8717,2.97893,3.02716,3.00395,2.82395,3.05673,3.15371,2.88805,2.9072,3.0648,2.89403,3.01048,2.97765,2.9666,3.06997,2.97663,2.88568,3.20412,2.98617,3.05851
"145691_at",2.69132,2.60605,2.65422,2.79987,2.80956,2.60965,2.72423,2.74069,2.84278,2.45628,2.4224,2.556,2.58953,2.70565,2.59462,2.77963,2.67004,2.59061,2.71121,2.6856,2.53441,2.61799,2.64756,2.56969,2.57043,2.60515,2.40318,2.76024,2.5797,2.72538
"145692_at",9.70136,9.42813,9.61594,9.09931,9.48135,9.62038,9.55897,9.59774,9.63109,9.63332,9.64934,9.6494,9.6437,9.84279,9.47479,9.09947,9.12284,9.58509,9.5365,9.74671,9.47769,9.25395,10.0877,9.60432,9.09329,9.68108,9.56203,9.64799,9.51197,9.50511
"145693_at",4.93239,4.79068,4.72725,4.94433,4.79329,4.75923,4.79842,4.86016,4.61781,5.04597,5.07125,5.04795,5.06137,4.89951,5.0848,5.04275,5.04243,5.06462,4.8704,5.06804,5.32323,5.45569,4.66686,5.07322,5.15767,5.08338,4.95131,4.95373,5.0841,4.97802
"145694_at",5.68408,5.80931,5.67879,5.84323,5.54394,5.53668,5.62854,5.50676,5.58915,5.88734,5.89546,5.7965,5.72795,5.72075,6.01403,5.94494,6.02672,5.81802,5.85897,6.00043,6.04285,5.99373,5.23791,5.89223,5.99294,5.96323,5.86659,5.72618,5.66647,5.86148
"145695_at",5.23303,5.21995,5.35112,5.2752,5.3346,5.42288,5.26148,5.08436,5.33085,5.18725,5.26865,5.31304,5.32604,5.32148,5.09959,5.58412,5.4316,5.34407,5.26043,5.32076,5.2161,5.54395,5.36599,5.31915,5.38443,5.28991,5.20735,5.5846,5.29002,5.49635
"145696_at",4.87691,4.88102,4.74447,5.01225,5.10292,4.84969,5.15656,4.9073,5.10779,4.87027,4.94687,4.93587,4.9545,4.89807,4.83923,4.95483,4.93709,4.9309,4.81987,4.95362,4.85091,5.12228,4.98737,4.99407,4.99646,4.85225,4.75439,5.14606,4.99953,5.21318
"145697_at",2.57863,2.394,2.36867,2.29508,2.42304,2.41946,2.48963,2.43436,2.52032,2.43116,2.2675,2.51078,2.38077,2.51824,2.42641,2.41881,2.29434,2.47883,2.31428,2.33525,2.25855,2.58062,2.40909,2.37894,2.44539,2.4045,2.53146,2.48426,2.50751,2.51641
"145698_at",4.60467,4.69011,4.73023,4.83351,4.62067,4.67399,4.6788,4.799,4.76565,4.5672,4.62094,4.64472,4.63764,4.68017,4.58206,4.89139,4.71598,4.70394,4.7156,4.65269,4.66674,4.75791,4.71705,4.77883,4.85099,4.6136,4.62399,4.87013,4.70474,5.06691
"145699_at",4.16272,4.01614,4.07133,4.03615,4.26088,4.06846,4.05134,3.93238,4.17679,4.13083,4.053,4.2461,4.10584,4.04863,4.01502,4.27111,4.20574,4.24756,4.16052,4.18367,4.20636,4.15897,4.1086,4.22135,4.10807,4.24236,4.20408,4.29716,4.11828,4.24757
"145700_at",7.51605,7.59841,7.58515,7.66393,7.6116,7.59715,7.59978,7.44599,7.54339,7.50442,7.32385,7.57601,7.44407,7.52688,7.45158,7.61982,7.57618,7.50835,7.49191,7.48212,7.39766,7.53471,7.30209,7.47689,7.49741,7.45711,7.3567,7.46157,7.33893,7.2454
"145701_at",5.59386,5.55264,5.57919,5.55314,5.58818,5.7086,5.75721,5.54767,5.69314,5.51932,5.24895,5.74572,5.33146,5.49924,5.35316,5.32796,5.73628,5.48998,5.27204,5.61563,5.5006,5.60235,5.65119,5.43372,5.50297,5.37735,5.51894,5.39983,5.64196,5.54136
"145702_at",4.87706,4.68762,4.64159,4.84066,5.01161,4.666,4.8281,4.73616,4.83386,4.6413,4.54924,4.81578,4.57004,4.68538,4.69655,4.73264,4.84272,4.59445,4.59514,4.70037,4.57699,4.85984,4.62276,4.64521,4.75396,4.62564,4.57254,4.77533,4.80563,4.95595
"145703_at",5.6955,5.63157,5.62104,5.82993,5.80191,5.91663,5.80201,5.61477,5.75715,5.57331,5.6027,5.90234,5.50895,5.65879,5.68087,5.75139,5.7976,5.68847,5.56708,5.67197,5.73958,5.98401,5.68585,5.76502,5.90019,5.66102,5.63515,5.81185,5.87204,5.92876
"145704_at",2.67514,2.89023,2.55367,2.66498,2.74518,2.79158,3.00033,2.60944,2.65951,2.53241,2.44277,2.67473,2.56026,2.61375,2.61149,2.54253,2.89024,2.57049,2.59751,2.82626,2.62763,3.04639,2.79519,2.60658,2.72025,2.61147,2.76457,2.57045,2.60993,2.75339
"145705_at",3.74462,4.09764,3.75632,4.29127,3.97905,3.92125,3.95207,3.95596,3.90804,4.04868,4.20639,3.98684,4.05718,3.96739,4.22439,4.3114,4.33883,4.26396,4.3003,3.79107,4.38478,4.20607,3.8586,4.0538,4.0755,4.09711,4.13348,4.02514,4.20031,3.87136
"145706_at",3.78018,3.64621,3.78,3.79505,3.69026,3.77896,3.80922,3.70805,3.83108,3.50446,3.5925,3.76617,3.60474,3.44727,3.58217,3.67422,3.73468,3.95977,3.59312,3.69941,3.55231,3.80047,3.63228,3.56498,3.63486,3.57051,3.68329,3.90205,3.60815,3.79114
"145707_at",7.03915,7.0097,7.11618,6.95097,7.03612,7.15088,6.96348,7.02329,6.88261,7.0575,7.21887,7.05843,7.03085,7.0115,7.05675,6.85593,6.82981,6.94917,6.92245,7.02344,6.88577,6.84579,7.03518,7.07503,6.77453,7.06779,6.93327,6.95882,6.98227,6.93091
"145708_at",4.2546,4.51532,4.56251,4.72221,4.35046,4.30288,4.1741,4.39289,4.09711,4.65755,4.95467,4.78673,4.93589,4.44168,4.90009,5.05471,4.9148,4.84484,4.67974,4.47452,5.16518,4.9936,4.1129,4.70351,4.85391,4.7862,4.68968,4.47474,4.67326,4.60985
"145709_at",2.56898,2.61563,2.67667,2.61805,2.87635,2.57111,2.66004,2.60574,2.7049,2.54671,2.49337,2.65904,2.44292,2.74095,2.56933,2.34149,2.61888,2.51777,2.54747,2.58663,2.54947,2.64754,2.62877,2.56644,2.59755,2.57067,2.61436,2.66769,2.68113,2.65228
"145710_at",2.96659,2.9117,2.88455,3.33062,3.00543,2.9915,3.05827,2.99328,3.28437,2.79633,2.92023,3.17409,2.90408,3.3123,2.86982,2.91173,2.87565,2.88947,3.00114,3.08031,3.02415,3.13786,2.95272,3.12635,3.0224,2.89433,3.01526,2.97261,3.07779,3.2093
"145711_at",6.5163,6.69083,6.3833,6.39865,6.55741,6.49435,6.46853,6.43622,6.56502,6.27525,6.30917,6.56644,6.28172,6.20852,6.30894,6.36697,6.70748,6.29493,6.34963,6.49918,6.41988,6.70759,6.44196,6.40104,6.42831,6.41914,6.31703,6.52202,6.59122,6.64815
"145712_at",5.98369,6.19981,5.95464,6.23051,6.06104,6.0217,6.10735,6.03511,5.91574,6.04656,6.05982,6.04635,5.89374,5.83318,6.0467,6.00536,5.96633,5.94139,6.21348,6.10195,6.02117,5.98806,5.63114,6.01778,5.8954,6.05793,5.98649,5.99732,5.81366,6.10371
"145713_at",6.09391,6.10264,6.06084,6.03629,6.10066,6.0537,6.15838,5.98606,6.04621,6.21669,6.0235,6.1529,6.12189,6.33298,6.18323,6.18296,6.07067,6.04934,6.03206,6.1339,6.00791,5.97702,6.13074,5.97992,5.95741,5.97684,6.21116,6.14737,6.07258,6.2936
"145714_at",3.77607,3.8065,3.94928,4.02356,3.89796,3.72221,3.90015,3.99712,3.79182,3.85513,3.75687,3.7682,3.96233,4.08234,3.75576,3.87324,4.13118,3.8329,3.86778,3.99254,3.75556,4.04971,3.98144,4.02678,3.76448,3.83213,3.86098,3.72925,3.89113,3.91269
"145715_at",6.00204,6.02121,6.05728,6.21996,6.16505,6.06716,6.01172,6.06708,6.06113,5.96847,6.11358,6.26565,5.91089,6.12666,6.00483,6.15862,6.11267,6.09183,5.99396,6.04893,6.08635,6.17456,5.9903,6.17781,6.1124,6.0269,6.0175,6.14439,6.19141,6.17866
"145716_at",6.84019,6.7704,6.74617,6.58598,6.59458,6.70295,6.57149,6.71132,6.52725,7.05839,6.99824,6.72005,6.84502,6.6172,6.94615,6.77292,6.4936,6.81529,6.82044,6.80692,6.66853,6.49018,6.65287,6.7912,6.5822,6.86913,6.65717,6.65923,6.65383,6.49879
"145717_at",4.02544,4.03195,4.01263,4.01805,4.14821,4.26822,4.0401,4.08496,4.07785,4.01329,3.91797,4.32227,4.06628,4.03114,3.98092,3.99721,4.20256,3.81381,3.92748,4.05844,4.03053,4.16925,4.19615,4.07765,4.01283,4.07953,3.9759,4.11034,4.24582,4.27167
"145718_at",3.40708,3.28606,3.4416,3.55595,3.57699,3.38943,3.45359,3.46733,3.13649,3.20464,3.02129,3.44876,3.12914,3.43269,3.10617,3.22471,3.53307,3.12015,3.20273,3.39382,3.20205,3.32587,3.3532,3.18964,3.18549,3.20328,3.25645,3.35131,3.35523,3.73219
"145719_at",3.26835,3.10992,3.06145,3.07698,3.21715,3.08071,2.99841,3.15558,3.20266,3.14523,2.84577,3.04588,2.93693,3.06211,2.92822,3.12868,3.13176,2.97699,2.90444,3.07325,3.05017,3.20012,3.08574,3.00821,2.98339,2.94043,3.03854,3.21531,3.06773,3.1401
"145720_at",5.05351,5.02807,5.00713,5.17829,5.1373,5.11544,5.13022,5.24174,5.17944,5.05071,4.92529,5.10662,5.23658,5.17463,4.99283,5.18072,5.35777,4.99693,5.16756,5.10251,5.0665,5.19575,5.43148,5.0555,5.19824,5.00585,5.26893,5.15044,5.1212,5.40592
"145721_at",2.54936,2.4133,2.42925,2.53127,2.53253,2.40311,2.34985,2.52566,2.53345,2.54005,2.51773,2.55566,2.73793,2.68979,2.59454,2.46868,2.58633,2.60763,2.501,2.73986,2.51927,2.59682,2.51196,2.59505,2.50445,2.58275,2.53167,2.5781,2.54929,2.74355
"145722_at",2.93441,2.86594,2.84281,2.92291,2.99338,2.91043,3.02529,3.01737,2.87977,3.07091,2.88243,3.02396,2.83867,2.96278,2.91863,3.02672,3.08862,2.91622,2.86056,3.03804,2.86931,3.03502,3.0688,2.95557,2.97093,2.82779,3.00939,2.78315,3.11036,3.30061
"145723_at",3.22549,3.35793,3.26996,3.47277,3.42241,3.49129,3.16011,3.54948,3.40622,3.38644,3.40316,3.55278,3.47343,3.35376,3.25782,3.40965,3.51149,3.34876,3.28981,3.34911,3.26202,3.48421,3.25483,3.3615,3.42517,3.21802,3.33526,3.45779,3.29156,3.53509
"145724_at",2.88044,2.84764,3.11491,2.83409,3.04387,2.75118,2.7986,2.81506,2.9698,2.5247,2.66773,2.8408,2.91796,2.8648,2.72805,2.77744,2.71078,2.69676,2.77389,2.78796,2.73934,2.80054,2.90236,2.73344,2.76,2.90873,2.77093,2.91345,2.79269,2.76491
"145725_at",4.70259,4.80314,4.77461,4.6662,4.73785,4.5947,4.79051,4.68213,4.85734,4.62042,4.61159,4.70106,4.57366,4.67274,4.51512,4.8397,5.02192,4.69699,4.77357,4.6997,4.6793,5.05967,4.92352,4.69035,4.84888,4.70085,4.77748,4.90032,4.87526,4.88464
"145726_at",5.3363,5.54595,5.30683,5.51122,5.70249,5.43432,5.63365,5.55978,5.43625,5.25575,5.34119,5.46657,5.41609,5.60624,5.30154,5.42527,5.56773,5.54541,5.44296,5.60248,5.54193,5.80396,5.4168,5.55194,5.6754,5.35252,5.40037,5.62242,5.63769,5.79221
"145727_at",6.11915,6.13704,6.01981,6.3413,6.13934,6.21073,6.41852,6.10006,6.1323,6.15401,6.296,6.17022,6.24213,6.08968,6.3084,6.21166,6.12433,6.22435,6.19032,6.17286,6.46538,6.60185,6.00339,6.16591,6.39946,6.21981,6.19679,6.27212,6.27332,6.21083
"145728_at",9.3029,9.29226,9.29489,9.55764,9.65086,9.36667,9.32448,9.51048,9.54433,9.10086,9.38628,9.34012,9.19398,9.39272,9.06864,8.78638,8.88092,9.26858,9.14312,8.91835,8.82707,8.73163,10.243,9.16426,9.25003,8.60738,9.26599,9.05839,8.74996,8.88229
"145729_at",5.99413,6.06438,6.24524,6.21701,6.35508,6.05599,6.28854,6.15398,6.31578,5.87196,5.91806,6.16877,5.98138,6.17666,5.92289,6.1038,6.1507,6.06174,5.96339,6.02887,5.7336,6.18931,6.1783,6.10233,5.95787,6.09717,5.97559,6.17762,6.21064,6.3427
"145730_at",6.33475,6.20005,6.37103,6.35789,6.56995,6.25268,6.55768,6.71562,6.56991,6.28584,6.61138,6.31895,6.41771,6.56847,6.23958,5.77762,5.9323,6.3445,6.2821,6.05463,5.78858,5.84481,7.41421,6.34976,6.31044,5.82038,6.56727,6.18078,6.09539,5.90376
"145731_at",10.2814,10.1556,10.2726,10.3408,10.3953,10.3216,10.178,10.6416,10.4369,10.3017,10.3717,10.1198,10.1647,10.4792,10.014,9.86634,9.92517,10.3953,10.3889,9.95985,9.85653,9.87636,10.998,10.1589,10.4673,9.84062,10.4736,10.327,10.0476,10.2295
"145732_at",3.36723,3.29611,3.52437,3.29517,3.30781,3.45619,3.42539,3.58772,3.54502,3.30244,3.20075,3.43385,3.26117,3.54389,3.23855,3.3833,3.50909,3.23236,3.16882,3.38496,3.48536,3.56663,3.64315,3.21174,3.38364,3.31317,3.33293,3.58629,3.38877,3.47425
"145733_at",5.35587,5.30364,5.50242,5.10342,5.36564,5.28207,5.0795,5.30935,5.05363,5.3065,5.34184,5.10971,5.42241,5.54912,5.33283,4.9121,4.83686,5.37252,5.22475,5.12222,4.98879,4.77731,6.05872,5.29546,5.13231,5.15207,5.44343,5.0097,5.09828,4.92463
"145734_at",6.01456,5.79273,5.99531,5.95618,6.12145,6.13162,6.16557,6.04679,6.29736,5.82064,5.78167,5.95736,5.64582,5.84185,5.75951,6.02101,6.0471,5.89511,5.86117,5.93787,5.74081,6.22723,6.46273,6.03748,6.11948,5.93637,6.04221,5.95125,6.11468,6.23446
"145735_at",2.34861,2.39746,2.49789,2.41091,2.51425,2.50551,2.34553,2.37647,2.34725,2.37333,2.19561,2.42376,2.36779,2.55685,2.35333,2.4432,2.62771,2.40354,2.323,2.4327,2.4502,2.48706,2.363,2.40226,2.38692,2.2195,2.55451,2.46824,2.67135,2.80552
"145736_at",4.1829,4.32178,4.69627,4.63977,4.35813,4.26582,4.52083,4.46709,4.31889,4.26169,4.45727,4.48554,4.453,4.65926,4.36814,4.56065,4.54936,4.46779,4.59981,4.42849,4.32979,4.50347,4.43098,4.64686,4.57277,4.51769,4.57077,4.46027,4.57177,4.45166
"145737_at",5.97617,6.22745,5.97407,6.17739,6.0909,6.12166,6.03734,6.01443,5.88222,6.0563,6.11201,6.25814,6.17378,5.8405,6.31493,6.46382,6.59449,6.21289,6.17617,6.06746,6.63634,6.62385,5.71721,6.17386,6.29336,6.16066,6.1925,6.01421,6.29596,5.95264
"145738_at",2.83629,2.78305,2.84807,2.86149,2.65799,2.97221,2.78515,2.80356,2.87037,2.62027,2.98279,3.02246,3.1556,3.22357,2.8883,3.10496,2.89895,3.0916,2.9231,3.11474,2.87025,2.89386,3.07244,3.02272,2.91036,2.95386,2.92821,2.69639,3.03868,2.63
"145739_at",5.16212,5.24984,5.26674,5.36059,5.38572,5.26162,5.3797,5.15203,5.2338,5.10761,5.06545,5.27121,5.23912,5.09843,5.15195,5.42783,5.49561,5.21527,5.20793,5.28066,5.12969,5.44277,5.2771,5.29668,5.38484,5.20219,5.17445,5.34592,5.31665,5.67388
"145740_at",3.02959,2.94754,3.05655,3.12047,2.99035,3.16052,3.21428,3.04645,3.28613,2.91884,3.15937,3.21745,3.14746,3.13348,3.12212,3.14253,3.19912,3.16178,3.15862,3.28362,3.14088,3.35118,3.21611,3.15869,3.1907,3.06631,3.09973,3.04818,3.22426,3.28685
"145741_at",5.88824,5.93304,5.92627,6.07362,5.89602,6.10754,5.9743,6.0608,6.22214,5.95658,6.00896,6.10641,6.02804,6.12898,5.98724,6.05036,5.94737,5.95045,6.03691,5.90551,5.97202,6.17737,5.81182,5.98589,6.01674,6.04355,5.84773,5.93714,6.00764,6.03661
"145742_at",2.90577,2.82171,3.1232,2.97074,2.98429,3.10815,3.09972,2.93137,3.13603,2.92505,2.91568,2.99049,2.95997,3.03975,3.01514,2.93214,3.10069,2.87388,2.92843,2.99601,2.98172,3.13742,3.03243,2.95391,2.9805,2.97696,2.87536,3.06224,3.01985,3.05561
"145743_at",5.5492,5.81056,5.7509,5.83642,5.86833,5.84193,6.04388,5.81978,6.00356,5.72692,5.72769,5.9032,5.75593,6.10314,5.63402,5.80876,5.84756,5.78225,5.65131,5.83275,5.68602,5.85391,5.86811,5.81128,5.71311,5.74898,5.76983,5.8673,5.78357,5.93527
"145744_at",5.74967,5.402,5.62553,5.67018,5.94015,5.64744,5.82133,5.6659,5.72505,5.52137,5.52516,5.74749,5.61846,5.85039,5.67144,5.65585,5.62931,5.59561,5.68908,5.69738,5.61621,5.64663,5.86107,5.73793,5.77324,5.7085,5.65722,5.95265,5.67706,6.08217
"145745_at",6.92239,6.99167,7.22676,7.19951,7.09654,7.12607,7.2208,7.10147,7.26979,6.87755,6.88634,7.16568,7.18364,7.29223,7.0273,7.31234,7.30244,7.00566,7.2077,7.1292,7.03561,7.13192,7.24137,7.16112,7.15661,7.20597,7.18012,7.1425,7.16181,7.20515
"145746_at",3.65133,3.77765,3.72554,3.84691,3.80397,3.6641,3.68139,3.8003,3.7275,3.6074,3.65763,3.78885,3.61517,3.86671,3.7395,4.07414,3.91675,3.65115,3.72916,3.76555,3.95181,3.85256,3.78052,3.83957,3.97369,3.7049,3.72919,3.94487,3.69647,4.07085
"145747_at",5.07123,5.08295,4.99989,5.16944,5.23993,5.15451,5.02811,4.94922,4.93325,5.12129,4.95935,5.09632,5.00364,5.10896,5.0074,5.27761,5.24093,5.05572,5.08559,5.07238,5.08524,5.10922,5.0795,5.04483,5.13661,5.06745,5.02397,5.01059,5.1108,5.33823
"145748_at",3.02207,2.79335,2.73353,2.91605,3.05777,3.12219,3.021,2.87101,3.06659,2.82265,2.7678,2.90227,2.80625,2.99204,2.80134,2.99467,3.2458,2.79963,2.79255,2.9728,2.94121,2.99381,3.16943,2.92664,2.95559,2.75277,2.8001,3.15401,2.88719,3.01732
"145749_at",2.97751,2.94296,3.02677,3.04355,3.11245,2.92378,3.25768,3.0715,3.18955,2.88222,2.8757,3.08281,3.03972,3.23989,2.92093,3.1306,3.14835,2.93078,2.9625,3.06676,3.0141,3.01961,3.26848,2.95671,3.10197,3.10276,3.12221,3.06811,3.09504,3.17084
"145750_at",4.37116,4.54712,4.61985,4.63695,4.79333,4.6888,4.72085,4.61736,4.72133,4.6264,4.46907,4.69931,4.5575,4.72505,4.40992,4.9369,4.73386,4.57178,4.70691,4.46785,4.58743,4.80626,4.78155,4.63235,4.70527,4.62716,4.56895,4.66226,4.76203,4.87641
"145751_at",4.03195,3.992,3.95789,4.13339,4.09055,4.14764,3.99262,3.96307,4.14601,3.8994,3.95242,4.2237,4.09458,4.09223,4.01507,4.29728,4.513,4.20058,3.88364,3.95916,4.41963,4.50435,4.2503,4.17528,4.42246,4.03626,4.24422,4.12703,4.21646,4.17973
"145752_at",5.42976,5.50362,5.426,5.65614,5.33232,5.42535,5.35703,5.50955,5.4107,5.61549,5.72388,5.80759,5.56294,5.64059,5.98095,5.78059,5.82919,5.78036,5.64483,5.44825,5.88323,5.97954,5.52908,5.82714,5.85982,5.8443,6.03087,5.67125,5.96003,5.74242
"145753_at",7.69325,7.41771,6.96468,7.68075,7.37135,7.7313,7.51822,7.45596,7.53561,7.16973,7.65234,7.29288,7.11206,7.5936,7.26443,7.0059,7.2929,7.56732,7.06222,6.90045,7.37394,7.66764,6.26259,6.8512,7.27763,6.81621,6.86716,7.22457,7.13431,6.94518
"145754_at",3.06508,2.82825,2.91407,2.83611,2.89832,3.00384,2.93602,2.86026,2.84509,3.02831,2.82129,2.95518,2.85119,2.936,2.90576,2.8523,3.05174,2.86281,2.86722,3.03536,2.91462,3.08888,3.03967,2.80785,2.95251,2.83589,2.96384,3.01334,3.13708,2.8272
"145755_at",4.79153,4.86921,5.05052,4.99087,5.17459,4.95444,4.95358,4.96471,4.95606,4.72578,4.82035,5.0058,4.85572,4.97065,4.75703,4.92356,4.94396,4.81078,4.75546,4.81673,4.74991,4.95823,5.23668,5.02334,5.11828,4.71454,4.96312,4.96647,4.89339,4.88919
"145756_at",7.14807,7.04021,7.21954,6.83189,6.84203,7.08215,7.12588,7.07156,7.03549,6.99368,7.00531,7.07848,7.04262,7.12466,6.88845,6.8289,6.81512,6.74276,6.81552,6.96987,6.86618,6.71099,7.1765,6.85623,6.70874,6.90369,6.97628,6.99059,6.97633,6.90837
"145757_at",5.69245,5.70778,5.78298,5.12963,5.61056,5.8882,5.64626,5.6451,5.75419,5.86667,5.7764,5.64452,5.75248,5.9963,5.65056,5.08958,5.1871,5.6734,5.52171,5.69676,5.63198,5.44147,6.36762,5.72478,5.23462,5.76765,5.62617,5.41176,5.50314,5.59515
"145758_at",5.56371,5.78726,5.80814,5.82614,5.78673,5.59414,5.70697,5.77436,5.82214,5.63608,5.84926,5.79593,5.78782,5.79502,5.87742,5.88195,5.85459,5.86183,5.83328,5.81811,5.8423,6.04067,5.79667,5.86653,5.82108,5.72672,5.86057,5.79441,5.79609,5.75029
"145759_at",3.37865,3.15636,3.73969,3.12812,3.23301,3.47586,3.20309,3.58468,3.25801,3.6323,3.79495,3.51605,3.59929,3.94951,3.49387,3.23114,3.12222,3.48748,3.67656,3.56141,3.46214,3.21328,3.79076,3.66951,3.18687,3.64643,3.42437,3.42022,3.21045,3.47691
"145760_at",4.73712,4.76503,4.70967,4.4953,4.67076,4.76009,4.5863,4.5677,4.66167,4.71143,4.70232,4.51012,4.66725,4.71113,4.67027,4.54183,4.59483,4.52236,4.85258,4.81859,4.67979,4.46163,4.67972,4.52201,4.62086,4.57377,4.68263,4.77569,4.63002,4.46706
"145761_at",5.89703,5.74945,5.77009,5.58407,5.72714,5.75465,5.78458,5.71794,5.94085,5.69146,5.54078,5.76026,5.68242,5.79118,5.65623,5.53068,5.59932,5.36355,5.3492,5.79232,5.58492,5.4635,5.75851,5.52898,5.39914,5.67734,5.55576,5.5437,5.57729,5.51652
"145762_at",4.1782,4.15458,4.14447,4.25361,4.13056,4.27677,4.44143,4.14274,4.21107,4.02269,4.13242,4.325,4.31934,4.09593,4.05413,3.99919,4.13061,4.22947,4.11843,4.39562,4.10326,4.14883,4.03901,4.26543,4.01519,4.40574,4.23761,4.12505,4.28385,4.28506
"145763_at",5.75821,5.67161,5.85337,5.69045,5.75517,5.53488,5.90303,5.6806,5.58413,5.8113,5.74348,5.68978,5.70857,5.95602,5.71448,5.65836,5.56701,5.65675,5.69635,5.71874,5.75689,5.61685,5.74983,5.58124,5.54468,5.61947,5.72874,5.6501,5.63721,5.62832
"145764_at",5.75345,5.74145,5.77665,5.85983,5.99151,5.7976,5.89176,5.82532,5.93418,5.63168,5.64658,5.89532,5.75099,5.90637,5.73033,5.90373,5.93287,5.68023,5.86514,5.94661,5.79471,5.91198,5.90253,5.99114,5.94354,5.75845,5.85955,5.91583,5.90366,6.10398
